candidate,state,standardized_office_18,standardized_status_18,redistricting_role,amount_18_in_state,amount_18_out_of_state,amount_18_unknown,amount_18_total,pct_18_in_state,pct_18_out_of_state,pct_18_unknown,standardized_office_14,standardized_status_14,amount_14_in_state,amount_14_out_of_state,amount_14_unknown,amount_14_total,pct_14_in_state,pct_14_out_of_state,pct_14_unknown,standardized_office_10,standardized_status,amount_10_in_state,amount_10_out_of_state,amount_10_unknown,amount_10_total,pct_10_in_state,pct_10_out_of_state,pct_10_unknown
"PUTNAM, JASON G",ME,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$7,379",$100,$0,"$7,479",99%,1%,0%,,,,,,,,,,,,,,,,,,
"PUZON, IKE",MD,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$6,586","$2,925",$0,"$9,511",69%,31%,0%,,,,,,,,,,,,,,,,,,
"PYLE, JEFFREY P",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$27,650","$5,400",$0,"$33,050",84%,16%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$85,220","$20,375",$500,"$106,095",80%,19%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$114,301","$11,600",$0,"$125,901",91%,9%,0%
"QADIR, GHULAM",MI,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$83,263","$38,785",$0,"$122,048",68%,32%,0%,,,,,,,,,,,,,,,,,,
"QI, LILY",MD,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$126,170","$19,383",$700,"$146,253",86%,13%,0%,,,,,,,,,,,,,,,,,,
"QUALLY, MARTY",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$38,717","$1,700",$0,"$40,417",96%,4%,0%,,,,,,,,,,,,,,,,,,
"QUART, DAN",NY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$216,517","$33,155",$0,"$249,672",87%,13%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$264,058","$24,517","$6,450","$295,025",90%,8%,2%,,,,,,,,,
"QUAST-LENTS, ALLISON",MI,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$28,816","$7,233",$0,"$36,048",80%,20%,0%,,,,,,,,,,,,,,,,,,
"QUEEN, ERIC JOHN",NC,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$5,313","$5,700",$100,"$11,113",48%,51%,1%,,,,,,,,,,,,,,,,,,
"QUEEN, JOE SAM",NC,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$77,995","$3,055",$0,"$81,050",96%,4%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$25,500",$275,$0,"$25,775",99%,1%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$175,877","$2,750",$0,"$178,627",98%,2%,0%
"QUEEN, PAMELA E",MD,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$39,808","$4,745",$0,"$44,553",89%,11%,0%,,,,,,,,,,,,,,,,,,
"QUIGLEY, THOMAS J",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$18,820","$4,200",$0,"$23,020",82%,18%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$296,421","$1,500",$0,"$297,921",99%,1%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$138,981","$11,850",$250,"$151,081",92%,8%,0%
"QUILLEN, ANNE F",TN,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$3,800","$3,350",$0,"$7,150",53%,47%,0%,,,,,,,,,,,,,,,,,,
"QUINLAN, SEAN",HI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$47,650",$600,"$5,000","$53,250",89%,1%,9%,,,,,,,,,,,,,,,,,,
"QUINN, ALLAN F",SC,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$29,644",$100,$0,"$29,744",100%,0%,0%,,,,,,,,,,,,,,,,,,
"QUINN, CHRISTOPHER B",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$61,600","$1,750",$0,"$63,350",97%,3%,0%,,,,,,,,,,,,,,,,,,
"QUINN, MARGUERITE C",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$71,525","$4,400",$100,"$76,025",94%,6%,0%,,,,,,,,,,,,,,,,,,
"QUINN, MARTY",OK,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$174,932","$12,200",$0,"$187,132",93%,7%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$2,450",$500,$0,"$2,950",83%,17%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$24,425",$0,$0,"$24,425",100%,0%,0%
"QUINN, ROMAINE ROBERT",WI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$25,999","$2,000",$0,"$27,999",93%,7%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$19,221","$1,200",$0,"$20,421",94%,6%,0%,,,,,,,,,
"QUINN, SHAWN & SMITH, CHRISTINA",MD,GOVERNOR/LIEUTENANT GOVERNOR,ADVANCED TO GENERAL,Y,"$4,503",$185,$0,"$4,688",96%,4%,0%,,,,,,,,,,,,,,,,,,
"QUINN, TIM",UT,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$8,351","$2,677",$0,"$11,028",76%,24%,0%,,,,,,,,,,,,,,,,,,
"QUINTERO, ANNABEL",WA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$1,650",$600,$0,"$2,250",73%,27%,0%,,,,,,,,,,,,,,,,,,
"QUIRK, BILL",CA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$376,089","$102,350",$0,"$478,439",79%,21%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$462,123","$86,400",$0,"$548,523",84%,16%,0%,,,,,,,,,
"QUIRK-SILVA, SHARON DARLENE",CA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$1,095,471","$117,650",$0,"$1,213,121",90%,10%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$1,367,846","$116,850",$0,"$1,484,696",92%,8%,0%,,,,,,,,,
"QUIRMBACH, HERMAN C",IA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$50,759","$2,300",$0,"$53,059",96%,4%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$101,168","$2,100",$0,"$103,268",98%,2%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$55,007","$1,150",$0,"$56,157",98%,2%,0%
"RA, EDWARD P",NY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$63,275",$600,"$24,825","$88,700",71%,1%,28%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$54,850","$1,700",$0,"$56,550",97%,3%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$4,700",$0,$0,"$4,700",100%,0%,0%
"RAASCH, DEAN",WI,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$14,975",$999,$0,"$15,974",94%,6%,0%,,,,,,,,,,,,,,,,,,
"RAATZ, JEFF",IN,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$58,272","$10,200",$0,"$68,472",85%,15%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$69,609",$600,$0,"$70,209",99%,1%,0%,,,,,,,,,
"RABB, CHRISTOPHER M",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$91,620","$39,271",$0,"$130,891",70%,30%,0%,,,,,,,,,,,,,,,,,,
"RABBITT, ANN",NY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,$0,$0,"$57,340","$57,340",0%,0%,100%,,,,,,,,,,,,,,,,,,
"RABHI, YOUSEF",MI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$34,872",$800,$0,"$35,672",98%,2%,0%,,,,,,,,,,,,,,,,,,
"RABIEH, JAMAL",WA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$1,521",$0,$0,"$1,521",100%,0%,0%,,,,,,,,,,,,,,,,,,
"RABON, WILLIAM PETER",NC,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$364,599","$55,000",$0,"$419,599",87%,13%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$207,846","$37,100",$500,"$245,446",85%,15%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$255,108","$6,350",$0,"$261,458",98%,2%,0%
"RACHELSON, BARBARA",VT,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,$0,$0,"$2,270","$2,270",0%,0%,100%,,,,,,,,,,,,,,,,,,
"RACKLIFFE, DAVID",CT,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$17,590",$850,$0,"$18,440",95%,5%,0%,,,,,,,,,,,,,,,,,,
"RADER JR, JACK B",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$23,803",$600,$0,"$24,403",98%,2%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$356,577","$2,385",$0,"$358,962",99%,1%,0%,,,,,,,,,
"RADKE, MO",HI,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$1,950","$2,400",$0,"$4,350",45%,55%,0%,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$1,700","$2,200",$0,"$3,900",44%,56%,0%
"RAFFERTY JR, JOHN C",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$294,948","$21,750",$0,"$316,698",93%,7%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$794,882","$63,636",$0,"$858,519",93%,7%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$481,328","$37,450",$850,"$519,628",93%,7%,0%
"RAFFERTY, NEIL",AL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$67,828","$9,417",$0,"$77,245",88%,12%,0%,,,,,,,,,,,,,,,,,,
"RAFIE, ABRAHAM",KS,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$16,323","$4,670",$100,"$21,093",77%,22%,0%,,,,,,,,,,,,,,,,,,
"RAGAN, AMANDA ELSIE",IA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$141,875","$11,406",$0,"$153,281",93%,7%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$81,129","$7,450",$0,"$88,579",92%,8%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$84,180","$17,700",$500,"$102,380",82%,17%,0%
"RAGAN, JOHN D",TN,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$24,750","$1,000","$1,000","$26,750",93%,4%,4%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$69,600","$6,050",$0,"$75,650",92%,8%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$2,503",$300,$0,"$2,803",89%,11%,0%
"RAGER-KAY, JENNIFER RENEE",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$9,911","$2,055",$0,"$11,966",83%,17%,0%,,,,,,,,,,,,,,,,,,
"RAGLAND, J DONALD",AR,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$12,275","$3,200",$0,"$15,475",79%,21%,0%,,,,,,,,,,,,,,,,,,
"RAGLAND, J DONALD",AR,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$16,995",$500,$0,"$17,495",97%,3%,0%,,,,,,,,,,,,,,,,,,
"RAHJES, KEN",KS,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$3,300","$2,650",$0,"$5,950",55%,45%,0%,,,,,,,,,,,,,,,,,,
"RAHLF, CHRISTINE ANN",WI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$36,350","$3,035",$70,"$39,455",92%,8%,0%,,,,,,,,,,,,,,,,,,
"RAHMAN, SHEIKH",GA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$23,550","$1,350",$0,"$24,900",95%,5%,0%,,,,,,,,,,,,,,,,,,
"RAIA, ANDREW",NY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$74,484","$6,200","$10,830","$91,514",81%,7%,12%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$89,302","$3,975",$0,"$93,277",96%,4%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$75,539",$700,$0,"$76,239",99%,1%,0%
"RAINE, DENISE L",KY,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$1,450",$0,$0,"$1,450",100%,0%,0%,,,,,,,,,,,,,,,,,,
"RAJENDRA, ANUJA",MI,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$174,606","$16,478",$0,"$191,084",91%,9%,0%,,,,,,,,,,,,,,,,,,
"RAKESTRAW BRADDOCK, PAULETTE",GA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$75,158","$3,250",$0,"$78,408",96%,4%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$38,423","$1,800",$0,"$40,223",96%,4%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$15,627",$0,$0,"$15,627",100%,0%,0%
"RALEY, RICK",OH,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$21,713","$13,125",$0,"$34,838",62%,38%,0%,,,,,,,,,,,,,,,,,,
"RALPH, BRADLEY",KS,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$3,700",$950,$973,"$5,623",66%,17%,17%,,,,,,,,,,,,,,,,,,
"RALPH, ZACHARIAH",VT,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$1,550",$0,"$1,250","$2,800",55%,0%,45%,,,,,,,,,,,,,,,,,,
"RALSTON, CYNDI",OK,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$9,711","$3,566",$0,"$13,277",73%,27%,0%,,,,,,,,,,,,,,,,,,
"RALSTON, DAVID",GA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$727,037","$224,625",$0,"$951,662",76%,24%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$592,345","$237,383",$0,"$829,728",71%,29%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$230,130","$47,400",$0,"$277,530",83%,17%,0%
"RAMBO, DAMON",TX,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$127,837",$165,$0,"$128,002",100%,0%,0%,,,,,,,,,,,,,,,,,,
"RAMEL, ALEX",WA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$43,680","$5,250",$296,"$49,226",89%,11%,1%,,,,,,,,,,,,,,,,,,
"RAMEY, DAVID",KY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$9,225",$0,$0,"$9,225",100%,0%,0%,,,,,,,,,,,,,,,,,,
"RAMIREZ, BRENDAN",FL,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$30,835",$650,$0,"$31,485",98%,2%,0%,,,,,,,,,,,,,,,,,,
"RAMIREZ, DELIA C",IL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$334,243","$6,700",$0,"$340,943",98%,2%,0%,,,,,,,,,,,,,,,,,,
"RAMIREZ, FREDERICK",PA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$25,468",$0,$0,"$25,468",100%,0%,0%,,,,,,,,,,,,,,,,,,
"RAMM, HAROLD",TX,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$25,218",$0,$420,"$25,638",98%,0%,2%,,,,,,,,,,,,,,,,,,
"RAMONE, MICHAEL (MIKE)",DE,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$7,010",$800,$0,"$7,810",90%,10%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$18,597","$5,350",$0,"$23,947",78%,22%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$17,050","$3,050",$800,"$20,900",82%,15%,4%
"RAMOS, ANA-MARIA",TX,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$38,194","$3,606",$6,"$41,806",91%,9%,0%,,,,,,,,,,,,,,,,,,
"RAMOS, BILL",WA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$124,444","$8,432",$0,"$132,877",94%,6%,0%,,,,,,,,,,,,,,,,,,
"RAMOS, JAMES C",CA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$960,379","$18,600",$0,"$978,979",98%,2%,0%,,,,,,,,,,,,,,,,,,
"RAMOS, JESSICA",NY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$189,309","$12,864",$0,"$202,173",94%,6%,0%,,,,,,,,,,,,,,,,,,
"RAMOS, PHILIP R",NY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$95,855","$1,800","$1,000","$98,655",97%,2%,1%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$22,675",$0,$0,"$22,675",100%,0%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$28,837",$0,$0,"$28,837",100%,0%,0%
"RAMSEY, BOB",TN,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$41,750","$9,525",$0,"$51,275",81%,19%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$40,650","$8,600","$1,000","$50,250",81%,17%,2%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$20,088","$2,550",$0,"$22,638",89%,11%,0%
"RANCIATO-VIELE, THERESANN",CT,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$14,650",$210,$0,"$14,860",99%,1%,0%,,,,,,,,,,,,,,,,,,
"RAND, RICK W",KY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$54,398",$750,$0,"$55,148",99%,1%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$30,100","$8,050",$0,"$38,150",79%,21%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$61,116","$10,500",$0,"$71,616",85%,15%,0%
"RANDALL, CHRISTINE ROSATI",CT,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$16,865",$730,$0,"$17,595",96%,4%,0%,,,,,,,,,,,,,,,,,,
"RANDALL, EMILY",WA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$133,143","$16,308",$40,"$149,491",89%,11%,0%,,,,,,,,,,,,,,,,,,
"RANDLE, VICTORIA",GA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$1,650",$300,$0,"$1,950",85%,15%,0%,,,,,,,,,,,,,,,,,,
"RANDLEMAN, RANDY D",OK,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$34,390",$0,$0,"$34,390",100%,0%,0%,,,,,,,,,,,,,,,,,,
"RANDLEMAN, SHIRLEY BLACKBURN",NC,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$41,000","$12,500",$0,"$53,500",77%,23%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$34,320","$2,150",$0,"$36,470",94%,6%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$17,225",$500,$0,"$17,725",97%,3%,0%
"RANEY, JEFF",WY,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$6,650",$0,$0,"$6,650",100%,0%,0%,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$5,765",$50,$0,"$5,815",99%,1%,0%,,,,,,,,,
"RANEY, JOHN N",TX,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$330,548","$18,150",$0,"$348,698",95%,5%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$74,690","$8,250","$2,250","$85,190",88%,10%,3%,,,,,,,,,
"RANGEL, RICARDO",FL,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$5,895",$250,$0,"$6,145",96%,4%,0%,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$83,775","$6,550",$0,"$90,325",93%,7%,0%,,,,,,,,,
"RANKER, RAY",MD,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$15,241","$9,567",$0,"$24,807",61%,39%,0%,,,,,,,,,,,,,,,,,,
"RANKIN, ROBERT E (BOB)",CO,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$5,325","$1,000",$600,"$6,925",77%,14%,9%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$24,050","$2,100",$0,"$26,150",92%,8%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$75,691","$16,360",$0,"$92,051",82%,18%,0%
"RANSOM, KIM",CO,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$3,145",$800,$500,"$4,445",71%,18%,11%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$9,593",$500,$0,"$10,093",95%,5%,0%,,,,,,,,,
"RANSOM, M RODANIAL RAY",TN,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$1,200",$0,$0,"$1,200",100%,0%,0%,,,,,,,,,,,,,,,,,,
"RANSON, TRISH",OK,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$15,753","$5,775",$0,"$21,528",73%,27%,0%,,,,,,,,,,,,,,,,,,
"RANZENHOFER, MICHAEL H",NY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$384,822","$22,150",$0,"$406,972",95%,5%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$330,451","$18,500",$600,"$349,551",95%,5%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$324,479","$13,750","$1,680","$339,909",95%,4%,0%
"RAPERT, JASON",AR,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$90,950","$22,450",$0,"$113,400",80%,20%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$72,940","$14,900",$0,"$87,840",83%,17%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$6,250",$0,$0,"$6,250",100%,0%,0%
"RAPP, KATHY L",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$10,735",$320,$0,"$11,055",97%,3%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$52,784","$2,275",$0,"$55,059",96%,4%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$15,725","$2,250",$0,"$17,975",87%,13%,0%
"RARICK, JASON",MN,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$10,550",$0,$0,"$10,550",100%,0%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$7,017",$0,"$1,500","$8,517",82%,0%,18%,,,,,,,,,
"RARIDEN, CRIS",MI,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$1,523",$0,$0,"$1,523",100%,0%,0%,,,,,,,,,,,,,,,,,,
"RASCHEIN, HOLLY MERRILL",FL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$252,565","$33,331",$600,"$286,496",88%,12%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$102,940","$24,100",$0,"$127,040",81%,19%,0%,,,,,,,,,
"RASMUSSEN, ANDREW",IA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$6,501","$1,220",$0,"$7,722",84%,16%,0%,,,,,,,,,,,,,,,,,,
"RASMUSSEN, SARA",AK,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$13,678",$155,$0,"$13,833",99%,1%,0%,,,,,,,,,,,,,,,,,,
"RASOR, MIKE",OH,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$235,331","$1,750",$0,"$237,081",99%,1%,0%,,,,,,,,,,,,,,,,,,
"RASSNER, HEATH",FL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$13,940",$65,$50,"$14,055",99%,0%,0%,,,,,,,,,,,,,,,,,,
"RATCLIFF, WESLEY D",TX,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$6,310",$0,$0,"$6,310",100%,0%,0%,,,,,,,,,,,,,,,,,,
"RATHELL, DOUG",MD,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$3,264",$74,$0,"$3,338",98%,2%,0%,,,,,,,,,,,,,,,,,,
"RAUCH, TODD",AL,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$34,155","$7,125",$0,"$41,280",83%,17%,0%,,,,,,,,,,,,,,,,,,
"RAUDSEP, ERIK P",NC,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$9,254","$1,712",$0,"$10,966",84%,16%,0%,,,,,,,,,,,,,,,,,,
"RAUNER, BRUCE VINCENT & SANGUINETTI, EVELYN PACINO",IL,GOVERNOR/LIEUTENANT GOVERNOR,ADVANCED TO GENERAL,Y,"$82,568,377","$151,628",$0,"$82,720,004",100%,0%,0%,GOVERNOR/LIEUTENANT GOVERNOR,ADVANCED TO GENERAL,"$20,340,429","$4,242,053",$0,"$24,582,482",83%,17%,0%,,,,,,,,,
